,id,name,username,created_at,protected,verified,location,description,followers_count,following_count,tweet_count,tweets,account_type,url,is_quoted_retweets
0,566661413,Loveland,LovelandUSA,2012-04-29T20:50:15.000Z,False,False,California,"Eric • Former @Twitch broadcaster, now inactive • music account: @delimartmusic",101,192,534,@NomakkTV Good luck Nomak! Exciting times ahead!! ❤️,human,,0
1,566661413,Loveland,LovelandUSA,2012-04-29T20:50:15.000Z,False,False,California,"Eric • Former @Twitch broadcaster, now inactive • music account: @delimartmusic",101,192,534,@negaoryx F 🥺,human,,0
2,566661413,Loveland,LovelandUSA,2012-04-29T20:50:15.000Z,False,False,California,"Eric • Former @Twitch broadcaster, now inactive • music account: @delimartmusic",101,192,534,@MrEricTran @E_TranTweets Facts my man,human,,0
3,566661413,Loveland,LovelandUSA,2012-04-29T20:50:15.000Z,False,False,California,"Eric • Former @Twitch broadcaster, now inactive • music account: @delimartmusic",101,192,534,@OP_Group @pymms_ @MaxAyoola OH WOW CONGRATS @PYMMS_ 👏👏👏,human,,0
4,566661413,Loveland,LovelandUSA,2012-04-29T20:50:15.000Z,False,False,California,"Eric • Former @Twitch broadcaster, now inactive • music account: @delimartmusic",101,192,534,"RT @MrEricTran: 2000 vs 2019. My mom and me both graduated from CSULB, with both of us majoring in Information Systems too. We really did t…",human,,1
5,963881800283107328,Hypno Bot,hypno__bot,2018-02-14T21:05:04.000Z,False,False,꩜,"Created by: @stefanbohacek
Mastodon: https://t.co/b5HwqHw7CH",1005,2,8251,https://t.co/EYI0BEr24S,bot,https://t.co/EYI0BEr24S,0
6,963881800283107328,Hypno Bot,hypno__bot,2018-02-14T21:05:04.000Z,False,False,꩜,"Created by: @stefanbohacek
Mastodon: https://t.co/b5HwqHw7CH",1005,2,8251,https://t.co/7rXXBN1AAQ,bot,https://t.co/7rXXBN1AAQ,0
7,963881800283107328,Hypno Bot,hypno__bot,2018-02-14T21:05:04.000Z,False,False,꩜,"Created by: @stefanbohacek
Mastodon: https://t.co/b5HwqHw7CH",1005,2,8251,https://t.co/ze8YFjmupY,bot,https://t.co/ze8YFjmupY,0
8,963881800283107328,Hypno Bot,hypno__bot,2018-02-14T21:05:04.000Z,False,False,꩜,"Created by: @stefanbohacek
Mastodon: https://t.co/b5HwqHw7CH",1005,2,8251,https://t.co/s7J6HgLXFv,bot,https://t.co/s7J6HgLXFv,0
9,963881800283107328,Hypno Bot,hypno__bot,2018-02-14T21:05:04.000Z,False,False,꩜,"Created by: @stefanbohacek
Mastodon: https://t.co/b5HwqHw7CH",1005,2,8251,https://t.co/f8UX0jYGsQ,bot,https://t.co/f8UX0jYGsQ,0
10,265982289,David de Gea,D_DeGea,2011-03-14T13:03:14.000Z,False,True,,⚽ Goalkeeper @ManUtd 🇪🇸 International with @SeFutbol ♦️ Founder & President @RebelsGaming,14137143,258,2743,@RebelsGaming @LeonGids @IbaiLlanos @KOI 👀,human,,0
11,265982289,David de Gea,D_DeGea,2011-03-14T13:03:14.000Z,False,True,,⚽ Goalkeeper @ManUtd 🇪🇸 International with @SeFutbol ♦️ Founder & President @RebelsGaming,14137143,258,2743,"Job done in Cyprus ✅

Big credit to @MarcusRashford tonight 🔥 https://t.co/Kc1OMG2SZA",human,https://t.co/Kc1OMG2SZA,0
12,265982289,David de Gea,D_DeGea,2011-03-14T13:03:14.000Z,False,True,,⚽ Goalkeeper @ManUtd 🇪🇸 International with @SeFutbol ♦️ Founder & President @RebelsGaming,14137143,258,2743,@cmayansc 🧒🏼,human,,0
13,265982289,David de Gea,D_DeGea,2011-03-14T13:03:14.000Z,False,True,,⚽ Goalkeeper @ManUtd 🇪🇸 International with @SeFutbol ♦️ Founder & President @RebelsGaming,14137143,258,2743,@RebelsGaming @devilasxa @DanahFPS @PinkalieVLR @didii_val @Scarlettglh @temphys @RebelsGamingEN Proud of you girls ❤️,human,,0
14,265982289,David de Gea,D_DeGea,2011-03-14T13:03:14.000Z,False,True,,⚽ Goalkeeper @ManUtd 🇪🇸 International with @SeFutbol ♦️ Founder & President @RebelsGaming,14137143,258,2743,@RebelsGaming @AcendClub @LVPes @VALORANTes @valleague_emea @didii_val @devilasxa @Scarlettglh @DanahFPS @PinkalieVLR @temphys @BlazeeCaster Let’s go!!!! ♦️,human,,0
15,356946264,PARANOIT,asyamelnikova,2011-08-17T16:17:05.000Z,False,False,"Балашов, Москва",#vampirediaries #spn #skam #teenwolf #books #music #loveson #family,35,33,2627,"мы за мир, за добро, за жизнь! 🇷🇺❤️🇺🇦 https://t.co/bGOAWAXjNh",bot,https://t.co/bGOAWAXjNh,0
16,356946264,PARANOIT,asyamelnikova,2011-08-17T16:17:05.000Z,False,False,"Балашов, Москва",#vampirediaries #spn #skam #teenwolf #books #music #loveson #family,35,33,2627,Только что опубликовано фото @ Красная Площадь Москва https://t.co/PggwnVHDLd,bot,https://t.co/PggwnVHDLd,0
17,356946264,PARANOIT,asyamelnikova,2011-08-17T16:17:05.000Z,False,False,"Балашов, Москва",#vampirediaries #spn #skam #teenwolf #books #music #loveson #family,35,33,2627,Только что опубликовано фото @ Парк Победы https://t.co/fNHb8WHn1p,bot,https://t.co/fNHb8WHn1p,0
18,356946264,PARANOIT,asyamelnikova,2011-08-17T16:17:05.000Z,False,False,"Балашов, Москва",#vampirediaries #spn #skam #teenwolf #books #music #loveson #family,35,33,2627,Только что опубликовано фото @ Podolsk https://t.co/D5zg9egrSG,bot,https://t.co/D5zg9egrSG,0
19,356946264,PARANOIT,asyamelnikova,2011-08-17T16:17:05.000Z,False,False,"Балашов, Москва",#vampirediaries #spn #skam #teenwolf #books #music #loveson #family,35,33,2627,"если однажды, меня не будут любить так же — я отказываюсь верить в любовь https://t.co/5T7DTPMFA6",bot,https://t.co/5T7DTPMFA6,0
20,94802265,Vito,vitoniwanp,2009-12-05T14:34:31.000Z,False,False,"Depok, Jawa Barat",as high as the gods as low as the demons,569,409,41709,Meledak🤯,human,,0
